Gene	Virus	Virus_num	Virally_targeted
USP15	Human herpesvirus 1,Human immunodeficiency virus 1,Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 33,Human papillomavirus 38,Human papillomavirus 8,Influenza A virus (H1N1),Influenza A virus (H3N2),Zika virus	10	Specific
USP19	Hepatitis C virus	1	Specific
USP2	Human papillomavirus 8	1	Specific
USP22	Influenza A virus (H1N1),Influenza A virus (H3N2)	2	Specific
USP24	Human cytomegalovirus,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,Murid herpesvirus 1,Zika virus	5	Specific
USP25	SARS-CoV-2	1	Specific
USP26	Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 33,Human papillomavirus 6,Human papillomavirus 6b	5	Specific
USP28	MERS-CoV	1	Specific
USP29	Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 33	3	Specific
USP33	Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 33,Human papillomavirus 38,Human papillomavirus 6,Human papillomavirus 6b,Human papillomavirus 8	7	Specific
USP34	Influenza A virus (H1N1),SARS-CoV-1,SARS-CoV-2	3	Specific
USP39	Human immunodeficiency virus 1	1	Specific
USP4	Human cytomegalovirus	1	Specific
USP41	Influenza A virus (H1N1)	1	Specific
USP46	Human papillomavirus 31	1	Specific
USP47	Epstein-Barr virus,Zika virus	2	Specific
USP5	Dengue virus 2	1	Specific
USP51	Influenza A virus (H1N1)	1	Specific
USP54	Human cytomegalovirus,Influenza A virus (H1N1),SARS-CoV-1,SARS-CoV-2	4	Specific
USP6	Human immunodeficiency virus 1	1	Specific
USP6NL	Human cytomegalovirus,Human papillomavirus 31	2	Specific
USP7	Epstein-Barr virus,Human cytomegalovirus,Human herpesvirus 1,Kaposi's sarcoma-associated herpesvirus,Macaca mulatta polyomavirus 1,Measles virus ,MERS-CoV	7	Specific
USP8	Human cytomegalovirus,SARS-CoV-1,SARS-CoV-2	3	Specific
USP9X	Dengue virus 2,Ebola virus,Epstein-Barr virus,Human herpesvirus 1,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,La Crosse virus,SARS-CoV-1,Vaccinia virus,Zika virus	10	Specific
USP9Y	Kaposi's sarcoma-associated herpesvirus	1	Specific
USPL1	Murid herpesvirus 4,Uukuniemi virus	2	Specific
UTP11	Influenza A virus (H3N2),MERS-CoV	2	Specific
UTP14A	Human cytomegalovirus,Murid herpesvirus 4	2	Specific
UTP14C	Human papillomavirus 5	1	Specific
UTP15	Influenza A virus (H1N1)	1	Specific
UTP18	Human papillomavirus 31,Zika virus	2	Specific
UTP20	Human cytomegalovirus,Influenza A virus (H1N1),SARS-CoV-1,SARS-CoV-2,Zika virus	5	Specific
UTP23	Zika virus	1	Specific
UTP6	Human immunodeficiency virus 1,Influenza A virus (H1N1)	2	Specific
UTRN	Hepatitis C virus,Human papillomavirus 18,Murid herpesvirus 4,Vaccinia virus	4	Specific
UTS2	Influenza A virus (H1N1)	1	Specific
UVRAG	Influenza A virus (H1N1),Influenza A virus (H3N2),Influenza A virus (H4N6),Influenza A virus (H5N1),Measles virus 	5	Specific
UVSSA	Human papillomavirus 5	1	Specific
UXS1	Influenza A virus (H1N1),Zika virus	2	Specific
UXT	Hepatitis C virus	1	Specific
VAC14	Dengue virus 2,Human papillomavirus 31,Human respiratory syncytial virus,Influenza A virus (H1N1),Influenza A virus (H4N6),Influenza A virus (H5N1)	6	Specific
VAMP2	Human cytomegalovirus,SARS-CoV-2	2	Specific
VAMP3	Measles virus ,SARS-CoV-1,SARS-CoV-2	3	Specific
VAMP4	SARS-CoV-1,SARS-CoV-2	2	Specific
VAMP5	Epstein-Barr virus	1	Specific
VAMP7	Epstein-Barr virus,HCoV-NL63,Human cytomegalovirus,Influenza A virus (H1N1),SARS-CoV-1,SARS-CoV-2,Zika virus	7	Specific
VAMP8	MERS-CoV	1	Specific
VANGL1	Kaposi's sarcoma-associated herpesvirus	1	Specific
VANGL2	Kaposi's sarcoma-associated herpesvirus	1	Specific
VAPA	Dengue virus 2,Epstein-Barr virus,Hepatitis C virus,Human adenovirus C,Human immunodeficiency virus 1,Human papillomavirus 11,Human papillomavirus 18,Human papillomavirus 6b,Macaca mulatta polyomavirus 1,Measles virus ,Merkel cell polyomavirus	11	Specific
VAPB	Hepatitis C virus,Human enterovirus 71,Human papillomavirus 6b,Influenza A virus (H1N1),Macaca mulatta polyomavirus 1,Merkel cell polyomavirus,Zika virus	7	Specific
VARS1	Classical swine fever virus,Epstein-Barr virus,Influenza A virus (H1N1)	3	Specific
VASH1	Human herpesvirus 1	1	Specific
VASN	Human cytomegalovirus	1	Specific
VASP	SARS-CoV-1,Vaccinia virus	2	Specific
VAT1	Epstein-Barr virus,Human respiratory syncytial virus,Kaposi's sarcoma-associated herpesvirus,Measles virus ,Sandfly fever sicilian virus	5	Specific
VAV1	Human immunodeficiency virus 1,Murid herpesvirus 4	2	Specific
VAV2	Human cytomegalovirus,Murid herpesvirus 4	2	Specific
VBP1	Human cytomegalovirus,Human immunodeficiency virus 1,Influenza A virus (H1N1),Lymphocytic choriomeningitis virus	4	Specific
VCAM1	Influenza A virus (H1N1)	1	Specific
VCAN	Hepatitis C virus	1	Specific
VCL	Influenza A virus (H1N1)	1	Specific
VCP	Epstein-Barr virus,Human cytomegalovirus,Human herpesvirus 1,Human immunodeficiency virus 1,Human papillomavirus 31,Human respiratory syncytial virus,Influenza A virus (H1N1),La Crosse virus,Measles virus 	9	Specific
VCPIP1	Vaccinia virus	1	Specific
VDAC1	Dengue virus 2,Ebola virus,Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 31,Human respiratory syncytial virus,Influenza A virus (H1N1),Measles virus ,Recombinant Hepatitis C virus,SARS-CoV-2,Zika virus	11	Specific
VDAC2	Dengue virus 2,Ebola virus,HCoV-229E,Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 31,Influenza A virus (H1N1),Measles virus ,Recombinant Hepatitis C virus,SARS-CoV-2,Uukuniemi virus,Zika virus	12	Specific
VDAC3	Dengue virus 2,Hepatitis B virus,Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 31,Recombinant Hepatitis C virus,SARS-CoV-2,Zika virus	8	Specific
VDR	Molluscum contagiosum virus subtype 1	1	Specific
VEGFB	Human papillomavirus 8	1	Specific
VEZT	HCoV-229E,Human papillomavirus 18,SARS-CoV-2	3	Specific
VGF	Influenza A virus (H1N1),Zika virus	2	Specific
VHL	Human immunodeficiency virus 1,Human papillomavirus 16,Kaposi's sarcoma-associated herpesvirus,Murine hepatitis virus	4	Specific
VIM	Alkhumra hemorrhagic fever virus,Chikungunya virus,Dengue virus 2,Epstein-Barr virus,Foot-and-mouth disease virus,Hepatitis C virus,Human cytomegalovirus,Human herpesvirus 1,Human immunodeficiency virus 1,Human papillomavirus 16,Human papillomavirus 18,Influenza A virus (H1N1),Measles virus ,Semliki Forest virus,Sindbis virus,Tick-borne encephalitis virus	16	Pan
VIPAS39	Human cytomegalovirus	1	Specific
VIRMA	Human immunodeficiency virus 1	1	Specific
VKORC1	Epstein-Barr virus,Human adenovirus C,Human papillomavirus 11,Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 5,Human papillomavirus 6b,Human papillomavirus 8,Influenza A virus (H1N1),Macaca mulatta polyomavirus 1,Merkel cell polyomavirus	11	Specific
VKORC1L1	Dengue virus 2,Human immunodeficiency virus 1,Human papillomavirus 31,Human papillomavirus 6b,Kaposi's sarcoma-associated herpesvirus,SARS-CoV-1,SARS-CoV-2,Zika virus	8	Specific
VLDLR	Human immunodeficiency virus 1	1	Specific
VMA21	Hepatitis delta virus,Human cytomegalovirus,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus	4	Specific
VMP1	Human papillomavirus 6b,SARS-CoV-2	2	Specific
VPS11	Alkhumra hemorrhagic fever virus,Dengue virus 1,Epstein-Barr virus,Human papillomavirus 8,Merkel cell polyomavirus,SARS-CoV-2,Tick-borne encephalitis virus	7	Specific
VPS13A	SARS-CoV-1,SARS-CoV-2	2	Specific
VPS13C	Human cytomegalovirus,Macaca mulatta polyomavirus 1	2	Specific
VPS16	HCoV-229E,SARS-CoV-2,Zika virus	3	Specific
VPS18	HCoV-229E,Human immunodeficiency virus 1,Influenza A virus (H1N1),SARS-CoV-2	4	Specific
VPS26A	HCoV-NL63,Human papillomavirus 18,SARS-CoV-2	3	Specific
VPS26B	Human papillomavirus 18,Murid herpesvirus 1	2	Specific
VPS26C	Dengue virus 2,Murid herpesvirus 4,SARS-CoV-2	3	Specific
VPS28	Hendra virus,Human cytomegalovirus,Human immunodeficiency virus 1,Human T-cell leukemia virus 1,Human T-cell leukemia virus 2,Influenza A virus (H1N1)	6	Specific
VPS29	Human papillomavirus 18	1	Specific
VPS33A	Human cytomegalovirus	1	Specific
VPS33B	Human cytomegalovirus	1	Specific
VPS35	Hepatitis C virus,Human papillomavirus 18,Murid herpesvirus 1	3	Specific
VPS35L	SARS-CoV-2	1	Specific
VPS37A	Dengue virus 2	1	Specific
VPS37B	Hendra virus,Human herpesvirus 1,Human immunodeficiency virus 1,Influenza A virus (H1N1)	4	Specific
VPS37C	Human cytomegalovirus	1	Specific
VPS39	Human papillomavirus 11,Human papillomavirus 18,Human papillomavirus 1a,Human papillomavirus 3,Human papillomavirus 39,Human papillomavirus 5,Human papillomavirus 8,Human papillomavirus 9,Merkel cell polyomavirus,SARS-CoV-2	10	Specific
VPS41	HCoV-229E,SARS-CoV-1,SARS-CoV-2	3	Specific
VPS45	Human cytomegalovirus,SARS-CoV-1,SARS-CoV-2,Zika virus	4	Specific
VPS4A	Human immunodeficiency virus 1,Influenza A virus (H1N1)	2	Specific
VPS4B	Human cytomegalovirus	1	Specific
VPS50	Human cytomegalovirus	1	Specific
VPS51	Influenza A virus (H1N1),Sandfly fever sicilian virus	2	Specific
VPS52	Hepatitis C virus,Human cytomegalovirus,Human papillomavirus 11,Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 1a,Human papillomavirus 3,Human papillomavirus 32,Human papillomavirus 33,Human papillomavirus 39,Human papillomavirus 5,Human papillomavirus 6,Human papillomavirus 8,Human papillomavirus 9,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,Sandfly fever sicilian virus	17	Pan
VPS53	HCoV-229E,Human cytomegalovirus,Sandfly fever sicilian virus	3	Specific
VPS54	La Crosse virus	1	Specific
VPS72	Human papillomavirus 5,Influenza B virus	2	Specific
VPS8	HCoV-229E	1	Specific
VPS9D1	Hepatitis C virus	1	Specific
VRK1	Hepatitis C virus	1	Specific
VRK2	Epstein-Barr virus,Human papillomavirus 18	2	Specific
VRK3	Kaposi's sarcoma-associated herpesvirus	1	Specific
VSIG4	Human immunodeficiency virus 1	1	Specific
VSIR	Human cytomegalovirus,SARS-CoV-2	2	Specific
VTI1A	Human cytomegalovirus,Human immunodeficiency virus 1,SARS-CoV-1,SARS-CoV-2	4	Specific
VTI1B	Dengue virus 2,Human cytomegalovirus,SARS-CoV-1	3	Specific
VTN	Hepatitis C virus,Hepatitis E virus,Human cytomegalovirus,Human papillomavirus 31,Influenza A virus (H1N1)	5	Specific
VWA8	Epstein-Barr virus,MERS-CoV	2	Specific
VWF	Chikungunya virus,Epstein-Barr virus,Hepatitis C virus	3	Specific
WAPL	Epstein-Barr virus,Human cytomegalovirus,Influenza A virus (H1N1)	3	Specific
WARS1	Human papillomavirus 9,Influenza A virus (H1N1)	2	Specific
WASF1	Human cytomegalovirus,Kaposi's sarcoma-associated herpesvirus,Murid herpesvirus 4	3	Specific
WASF2	Lymphocytic choriomeningitis virus	1	Specific
WASF3	Kaposi's sarcoma-associated herpesvirus	1	Specific
WASHC4	SARS-CoV-2	1	Specific
WASHC5	Human papillomavirus 31,Influenza A virus (H1N1)	2	Specific
WASL	Murid herpesvirus 4,Rous sarcoma virus	2	Specific
WBP11	Hepatitis C virus,Human herpesvirus 1,Zika virus	3	Specific
WBP2	SARS-CoV-1	1	Specific
WDFY1	Human cytomegalovirus,Influenza A virus (H3N2)	2	Specific
WDFY3	Human papillomavirus 18,Human T-cell leukemia virus 1,SARS-CoV-2	3	Specific
WDHD1	Human cytomegalovirus,Influenza A virus (H1N1)	2	Specific
WDR11	Hepatitis C virus,Influenza A virus (H1N1),MERS-CoV	3	Specific
WDR12	MERS-CoV	1	Specific
WDR13	Human papillomavirus 8	1	Specific
WDR18	Hepatitis C virus,Human papillomavirus 31,Influenza A virus (H1N1),Influenza A virus (H3N2),Kaposi's sarcoma-associated herpesvirus	5	Specific
WDR20	Human cytomegalovirus,Human papillomavirus 31	2	Specific
WDR26	Human cytomegalovirus,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,SARS-CoV-1	4	Specific
WDR3	Human immunodeficiency virus 1	1	Specific
WDR33	Ebola virus,Human cytomegalovirus,Influenza A virus (H1N1),Influenza A virus (H3N2),Kaposi's sarcoma-associated herpesvirus,Zika virus	6	Specific
WDR36	Human immunodeficiency virus 1,MERS-CoV	2	Specific
WDR48	Human cytomegalovirus,Human papillomavirus 16,Human papillomavirus 31	3	Specific
WDR5	Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 16,Human papillomavirus 8,Influenza A virus (H1N1)	5	Specific
WDR59	MERS-CoV	1	Specific
WDR6	Dengue virus 2,Human cytomegalovirus,Human immunodeficiency virus 1,Human papillomavirus 31,Influenza A virus (H1N1),Influenza A virus (H3N2),Influenza A virus (H5N1),Measles virus 	8	Specific
WDR60	Influenza A virus (H1N1)	1	Specific
WDR61	Human cytomegalovirus,Human immunodeficiency virus 1,Influenza A virus (H1N1)	3	Specific
WDR62	Influenza A virus (H1N1)	1	Specific
WDR70	Zika virus	1	Specific
WDR72	SARS-CoV-2	1	Specific
WDR75	Influenza A virus (H1N1)	1	Specific
WDR76	Zika virus	1	Specific
WDR77	Epstein-Barr virus,Human papillomavirus 16,Human papillomavirus 3,Human papillomavirus 32,Human papillomavirus 9,Human respiratory syncytial virus,Influenza A virus (H1N1)	7	Specific
WDR78	Influenza A virus (H1N1)	1	Specific
WDR82	Zika virus	1	Specific
WDR83	SARS-CoV-1,Zika virus	2	Specific
WDR83OS	SARS-CoV-2	1	Specific
WDR89	SARS-CoV-1	1	Specific
WDR92	Human papillomavirus 31	1	Specific
WDTC1	MERS-CoV	1	Specific
WDYHV1	Human papillomavirus 11,Human papillomavirus 5,Human papillomavirus 8,Human T-cell leukemia virus 2	4	Specific
WEE1	Influenza A virus (H1N1)	1	Specific
WFS1	Dengue virus 2,HCoV-229E,Human papillomavirus 31,Human papillomavirus 6b,SARS-CoV-2	5	Specific
WIPF2	Human papillomavirus 9	1	Specific
WIZ	Human cytomegalovirus,Influenza A virus (H1N1)	2	Specific
WLS	Epstein-Barr virus,Human cytomegalovirus,Human papillomavirus 11,Human papillomavirus 18,Human papillomavirus 6b,MERS-CoV,SARS-CoV-1	7	Specific
WNK1	Hepatitis C virus,Murid herpesvirus 4,Vaccinia virus	3	Specific
WNK2	Vaccinia virus	1	Specific
WNK3	Vaccinia virus	1	Specific
WNT5A	Epstein-Barr virus,Human cytomegalovirus	2	Specific
WRAP73	SARS-CoV-2	1	Specific
WRN	Human herpesvirus 1,Human immunodeficiency virus 1	2	Specific
WRNIP1	Dengue virus 2,Human papillomavirus 11,Human papillomavirus 31,Human papillomavirus 8,Human respiratory syncytial virus,Sandfly fever sicilian virus	6	Specific
WTAP	Ebola virus,Human herpesvirus 1	2	Specific
WWC1	Dengue virus 2,Hepatitis B virus	2	Specific
WWC2	Human papillomavirus 31,Human papillomavirus 8	2	Specific
WWC3	Human cytomegalovirus,Influenza A virus (H3N2)	2	Specific
WWOX	Epstein-Barr virus,Kaposi's sarcoma-associated herpesvirus	2	Specific
WWP1	Chikungunya virus,Dengue virus 1,Dengue virus 2,Dengue virus 3,Dengue virus 4,Epstein-Barr virus,HCoV-NL63,Human cytomegalovirus,Human T-cell leukemia virus 1,Kaposi's sarcoma-associated herpesvirus,Rous sarcoma virus,SARS-CoV-2,Semliki Forest virus,Simian immunodeficiency virus,Sindbis virus	15	Pan
WWP2	Epstein-Barr virus,HCoV-NL63,Human cytomegalovirus,Human herpesvirus 1,Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 1a,Human papillomavirus 3,Human papillomavirus 33,Human papillomavirus 5,Human papillomavirus 8,Human papillomavirus 9,Human T-cell leukemia virus 1,Kaposi's sarcoma-associated herpesvirus,Rous sarcoma virus,SARS-CoV-1,SARS-CoV-2	17	Pan
XAB2	Hepatitis C virus,Influenza A virus (H5N1)	2	Specific
XCL1	Orf virus,Variola virus	2	Specific
XIAP	Human cytomegalovirus,Human papillomavirus 16,Human papillomavirus 39	3	Specific
XKR7	Hepatitis C virus	1	Specific
XPA	Dengue virus 2,Kaposi's sarcoma-associated herpesvirus,Vaccinia virus	3	Specific
XPC	Epstein-Barr virus,Human cytomegalovirus,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,SARS-CoV-2,Zika virus	6	Specific
XPNPEP3	Kaposi's sarcoma-associated herpesvirus,MERS-CoV	2	Specific
XPO1	Dengue virus 2,Epstein-Barr virus,Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 31,Human papillomavirus 39,Human respiratory syncytial virus,Influenza A virus (H1N1),Measles virus ,Murine minute virus,SARS-CoV-2,Uukuniemi virus	12	Specific
XPO2	SARS-CoV-2	1	Specific
XPO4	HCoV-229E,Human immunodeficiency virus 1,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus,SARS-CoV-1,SARS-CoV-2	6	Specific
XPO5	Dengue virus 2,HCoV-229E,Hepatitis C virus,Human immunodeficiency virus 1,Human papillomavirus 31,Human respiratory syncytial virus,Influenza A virus (H1N1),Measles virus ,Sandfly fever sicilian virus,SARS-CoV-1,SARS-CoV-2	11	Specific
XPO6	HCoV-229E,HCoV-NL63,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus	4	Specific
XPO7	Dengue virus 2,Epstein-Barr virus,HCoV-229E,Human cytomegalovirus,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus	6	Specific
XPOT	Dengue virus 2,Epstein-Barr virus,HCoV-229E,Influenza A virus (H1N1),Measles virus ,SARS-CoV-2,Uukuniemi virus,Zika virus	8	Specific
XRCC1	Human papillomavirus 16,Human papillomavirus 1a,Human papillomavirus 5,Human papillomavirus 6b,Human papillomavirus 8,Kaposi's sarcoma-associated herpesvirus	6	Specific
XRCC4	Human herpesvirus 1	1	Specific
XRCC5	Adeno-associated virus 2,Dengue virus 2,Epstein-Barr virus,Human cytomegalovirus,Human herpesvirus 1,Influenza A virus (H1N1),Measles virus 	7	Specific
XRCC6	Adeno-associated virus 2,Classical swine fever virus,Dengue virus 2,Epstein-Barr virus,Human herpesvirus 1,Human immunodeficiency virus 1,Influenza A virus (H1N1),Measles virus 	8	Specific
XRN1	Human immunodeficiency virus 1	1	Specific
XRN2	Dengue virus 2,Ebola virus,Hepatitis C virus,Human cytomegalovirus,Influenza A virus (H1N1),Influenza A virus (H5N1)	6	Specific
XXYLT1	SARS-CoV-1,SARS-CoV-2,Zika virus	3	Specific
YAE1	Lymphocytic choriomeningitis virus	1	Specific
YAF2	Human cytomegalovirus,Vaccinia virus	2	Specific
YAP1	Human papillomavirus 31,Influenza A virus (H1N1)	2	Specific
YARS1	Classical swine fever virus	1	Specific
YARS2	Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus	2	Specific
YBEY	Influenza A virus (H1N1)	1	Specific
YBX1	Classical swine fever virus,Hepatitis C virus,Human herpesvirus 1,Human immunodeficiency virus 1,Influenza A virus (H1N1),Influenza A virus (H5N1),Lymphocytic choriomeningitis virus,Mammalian orthoreovirus 1,Measles virus ,Porcine reproductive and respiratory syndrome virus,Vaccinia virus	11	Specific
YBX3	Human herpesvirus 1,Human papillomavirus 31,Influenza A virus (H1N1),Influenza A virus (H5N1),Lymphocytic choriomeningitis virus,Macaca mulatta polyomavirus 1,Mammalian orthoreovirus 1,SARS-CoV-1	8	Specific
YDJC	Human papillomavirus 16	1	Specific
YEATS2	Epstein-Barr virus,Kaposi's sarcoma-associated herpesvirus	2	Specific
YEATS4	Human immunodeficiency virus 1	1	Specific
YES1	Human cytomegalovirus,Human herpesvirus 1,Human immunodeficiency virus 1	3	Specific
YIF1A	SARS-CoV-2,Zika virus	2	Specific
YIF1B	Dengue virus 2,Human cytomegalovirus,Human papillomavirus 18,Human papillomavirus 6b,SARS-CoV-1,SARS-CoV-2	6	Specific
YIPF2	Dengue virus 2,Human cytomegalovirus	2	Specific
YIPF3	Dengue virus 2,Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 31,Human papillomavirus 6b,SARS-CoV-1	6	Specific
YIPF4	Human papillomavirus 16,Human papillomavirus 18,Human papillomavirus 6b,SARS-CoV-2	4	Specific
YIPF5	Human papillomavirus 31,Zika virus	2	Specific
YIPF6	Dengue virus 2,Hepatitis C virus,Influenza A virus (H1N1),MERS-CoV	4	Specific
YJU2	Human papillomavirus 11,Human papillomavirus 16	2	Specific
YKT6	Human papillomavirus 8,SARS-CoV-1	2	Specific
YLPM1	Human papillomavirus 8	1	Specific
YME1L1	Dengue virus 2,Ebola virus,Hepatitis C virus,Human cytomegalovirus,Human papillomavirus 5,Human respiratory syncytial virus,Influenza A virus (H1N1),Influenza A virus (H3N2),Influenza A virus (H5N1)	9	Specific
YOD1	Human cytomegalovirus	1	Specific
YPEL5	Epstein-Barr virus,Human cytomegalovirus,Kaposi's sarcoma-associated herpesvirus,SARS-CoV-1,Zika virus	5	Specific
YTHDC1	Ebola virus,Influenza A virus (H3N2),Zika virus	3	Specific
YTHDC2	Dengue virus 2,Hepatitis C virus,Human papillomavirus 31,MERS-CoV,Zika virus	5	Specific
YTHDF1	Human papillomavirus 31,Influenza A virus (H1N1),Kaposi's sarcoma-associated herpesvirus	3	Specific
YTHDF2	Classical swine fever virus,Human papillomavirus 31,Influenza A virus (H1N1)	3	Specific
YTHDF3	Human immunodeficiency virus 1,Human papillomavirus 31,Kaposi's sarcoma-associated herpesvirus,Lymphocytic choriomeningitis virus	4	Specific
YWHAB	Epstein-Barr virus,Hendra virus,Human cytomegalovirus,Human herpesvirus 1,Human immunodeficiency virus 1,Human papillomavirus 8,Human respiratory syncytial virus,Influenza A virus (H1N1),Influenza A virus (H5N1),Measles virus ,Murine minute virus,Nipah virus	12	Specific
YWHAE	Epstein-Barr virus,Hendra virus,Hepatitis C virus,Human cytomegalovirus,Human herpesvirus 1,Human immunodeficiency virus 1,Human respiratory syncytial virus,Influenza A virus (H1N1),Influenza A virus (H5N1),La Crosse virus,Lymphocytic choriomeningitis virus,Measles virus ,Murid herpesvirus 4,Murine minute virus,Nipah virus	15	Pan
